Username,Comment
@reeklopedia367,Superb bro😂😂😂😅😂😅😅😂😅😂😅😂😅😅😂😅😂
@chakshugaur9936,Very Good
@Aadiofficial321,Super bro 🔥
@avinashchouhan1836,Ravi bhaiya khaa the aap ya main khi dur tha aapse😀😀😀 ek no. Brother keep it uo❣️😀👍
@theaditi__,Sasta arijit💀
@ChetanVarshney-rl6sp,ye comedy bilkul bhi achchi nahi thi...sirf 10 baar hi dekhi maine😅😅
@a2zmedias300,Timhe kaise pata chala ki mai yahan tak aaya hu. 19:23 Shayad tu muze spy kar raha hai. 😊😊
@s9d9e9h3,Nice Joyfully & Classic Comedy ❤
@Smmar.Waheed,"REAL Legend ❤
Lots of love from Pakistan Dubai ❤🇵🇰🇦🇪🇮🇳❤🫂❤️❤️
Love you all Indians"
@sumitgguptaa2436,Kamal yaar kisi ke sath bhi videos dekh sakte hai super
@ALWAYSBEHAPPY-k6u,Thanks for subscribing ❤❤❤❤❤🎉🎉🎉🎉🎉😊😊😊😊
@SumitGodiyal-h6r,Maza hi agay bro😂
@farhaanshaikh5060,The real standup that was awesome laughed like hell too good
@sunilsahu-ry1lk,Very nice bahot mazedar
@satyanshsingh3041,😂😂😂😂😂😂😂😂😂
@AzamKhan-ue4zn,Yar bro tum arijit singh ki tarah lagte ho ❤
@shubhamdavey,Bro is king of punch lines 😂😂😂😂😂
@dr.danishraja497,"Kaha rah gyi bhoori subah ghass khilai tu thee ,ab tk tu maal tyaar ho jana chahiye 😂😂😂"
@aqsahabibansari,kasuri methi means maal
@pkh200,You are unique
@ankitdhaker7013,Bhuri aayi ya nhi
@monabagchi2963,Soo good sir ji...
@sachinkumarsah9438,❤❤
@abk7745,"Bhai kya hi toh video banya hai
3-4 times video ko rokna para hai..
Itna hasa hu ki pet dard ho rh hia😅😅😅😅❤❤❤❤❤🤤🤤🤤🤤🤤🤤"
@jawadrana5022,😂😅😂😅
@travels_with_stragle,Kuch kuch comedy  common people's ke upar hona chahiye .
@rakeshraut3127,Watching from nepal🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵
@ravinderkumar-x8c6t,Sir sach mai bhut achi video hai sir nice ❤
@Nidhijanibhatt,Ek dhamki or dene lago ki itna hasaunga k pet me dukhne lagega or fefde fool k chode ho jayenge 😂😂😂 love it❤
@sidkhan4783,One of the best standup brother❤
@sachinparmar2959,Never let them know your next Joke😂🫡
@durgakumari4329,😂😂😂😂😂
@AjaySaini-jr6ns,Thanks
@arunray3115,शानदार था भाई
@ysgyt6208,6:01 😂
@raviraj3705,😂😂😂
@shayankumardutta6278,"Kutte ❌
Kukur prani 😂 ✅"
@sudhansushekhar7262,Loved it !!!
@tasteAndtalesVlogs,Bhai fir maal foonk lo😂😂😂
@Motivationaltalksbymumu,Best comedy show without abusive words
@sahilverma6499,Ye Jo look h na bhai.. wo mst h.  Timing tk gjb😎👍
@ravikushwaha8918,😂❤❤❤😂
@shaikhirfan415,Great bro 😂
@HelulaLulli,Bhai ki kismat mere jaisi h
@amansaini4238,bhot jabardast
@VaibhavRajGupta1,Freestyle comedian 😂
@flourf956,Bilkul bro has has ke pet dukh gaya last tak dekha and share bhi kar diya
@naveenrathore271,"बहुत ही मजा आया भाई, लगे रहो।   😄"
@angelthapa8348,Best best ❤❤
@larabira678,Not bad 🔥🔥🔥
@Aajtaknews-km3jl,Bahot badia
@k2ecult6900,9:01
@k2ecult6900,7:8
@k2ecult6900,7:07
@k2ecult6900,6:66
@k2ecult6900,4:44
@k2ecult6900,3:33
@k2ecult6900,2:22
@k2ecult6900,1:11
@k2ecult6900,5:55
@k2ecult6900,5:22
@k2ecult6900,3:20
@k2ecult6900,1:34
@k2ecult6900,19:59
@k2ecult6900,6:23
@rajpandey5659,After a long time I saw such a good stand up video 🔥
@sangitachakraborty7484,❤❤❤❤❤❤❤❤ funny as fuck...
@MahendraSingh-lu3di,"True homour
Comedy
No comparison,way to description great"
@akcarfactory8645,"Abe sun nya vdo jaldi laa 
Abhi thoda maal bcha hai vdo dekhte huye piyunga 💨"
@mangeshagwan1875,You are unstoppable bro❤🎉🎉🎉
@luckybhati2370,Love you Ravi Bhai 😂😂
@amitmkgaming6007,😂❤👍👌
@sumansingh5676,😂😂
@anupam_gupta_7270,😂😂😂😂😂😂😂
@rakesh27286,"Aapki comedy family ke sath dekh sakte hai 
Ise vulgar language me divide mat karna"
@doctorseafood9561,😅😅😅😅😅😅😅😂😂😂😂
@_harshit02,Choose Jammu as a venue
@ExWhyZedd,This is uncle Xavier certified video
@KumarKalpesh-q9n,Bro ghatak ho sir
@EXPRESS_FF_,Great sir great
@ilhansangati7181,"Apnea hi Dhaaba ka ad Kar Rahe the.......
        Aur dusre wale dhaabe ka bhi ad Kar diya..."
@sadiqss,Very refreshing..
@th3_Northern_king,Khush qismat audience
@dikshavarma221,he sounds like pankaj tripathi
@narnittetube4494,you're rock
@seemyworldvarshatyagi9099,Pate drd ho gya hastehaste
@SomnathSharma-u4y,4:43 😂😂 Antim Sanskaar
@Amit-1993,Arjit singh kaun hai???
@adamya3565,Bhai.. USA ke upar mazak wala video bnao.. ki kaise ye.. moral and minority rights  ka flagbearer hai USA lekin baaki mamlo m chup ho jata hai Bangladeshi hindus ke... actors and cricketer bhi kuch nh bol rhe hai.. placard lekar jo khade ho jate thy jo ..wo aaj khi nh hai.. iske upar comic lines ho jaye to mza aa jaye.. ya yha Mamta didi pr kuch ho jaye jo apne hi khilaf pradarshan kr rhi hain
@Uttrakhand01,Ravi Bhai stand up comedy sabhi karte hn unme jyadatar vulgar hote hn...par apki standup comedy sunkar bht maja aaya...😂
@amanhere001,You are goated sir
@TGarun975,Soo funny bro 😂😂😂😂
@tkpsethi7309,"Hi love from Global convenience  cash and Carry, Goldcoast, Australia. Please visit us when u r in Australia"
@melwinviju8343,Bha bhai bhai!! Ma chod di bhai ! Big fan already❤
@DashCamIndian,You are the BEST!!!!! 💖
@tanaymarwah3079,"I can't stop laughing, bcz i never started 😂"
@RanjsaBiswase,Robinson Maria Gonzalez Jeffrey Garcia Edward
@publicstar5814,बहुत बहुत बधाई शुभकामनाएं
@gopalkadam5753,He is just mind blowing comedyan
@neerajjoshi9528,Bhai pait me ched ho gaya
@nilimapawar-rn4pm,Bohot acha tha
@UNiQuE_yt07,Paid audience?
@AJAYKUMAR-ce7ug,बहुत ही मजा आया कसम से
@vinaydixit9780,I never paid to listen to u. However I admire u because u create your own content in this highly competitive era ever seen on earth. you  never rost or humiliate your paid audience. Good job
@harshpandey1122,Ravi Bhai 😂
@Miscellaneous-b3s,@ravigupta kya maal ho yaar
@Amanpreetkaur2295,Bohot hasaate ho bro! I strictly advise everyone to not eat or drink while watching his shows because you'll choke. 😂
@sudeshdandriyal3195,Woww 🎉
@PawanKumar-jk2ye,मज़ा आ गया sir जी 😂❤❤❤
@theauditor9854,Amezing 😂
@RadheShyam-t4m,laws sabksmatalabkayahatohs comedy banya
@RadheShyam-t4m,laws sabksmatalabkayahatohs
@Dodu_Entertain,"Bhai tum best ho ❤
Maza aa gaya 😂😂👍👍"
@mohdkashif3108,@raviguptacomedy Bhai u just amazing..Mazaa aa gaya
@GarviHere,This is real stand-up comedy
@ritammondal8644,❤❤😂😂
@GarviHere,If Arijit Singh was a comedian
@dakshcreator1,Inka aawaj osho ki trah hai
@thrinathjalamadugu516,Amazing content! Hilarious
@senicadacosta6249,Momos 🤍
@CHY873,Arey bhai gajab hi ho 😂
@GajendraManjhi-ug9ki,Verry 😂 funny bhiya 😂😂
@rt_th,crazzy🎉
@Thewoman216,😂😂😂😂
@ShivamSharma-is8ep,Master piece 😊😊
@SagotoBihariDas,"❤love u brother ,, osm video"
@ravimeena1792,Ravi sir mai apka itna bada fan hu ki kya btau kitna bda
@DrUzma-vr4pf,Mast tha 😂😂
@VivekGayari-z2j,Bhai matlab fuk ke likha hai 😂😂  dekho samaj aayega
@bhagatsinghpatel_97,Love you too much Bhai 😊
@jatintayal4047,Auto maal nhi maalgaadi h guru maalgadi k andt ka maal 5 rupay ka hoga
@anzershah23,You are superb bro
@rahultadvi6294,Australia ke shoes pe made in india wala😂😂
@DDM-ns4mm,सच मे बहुत अच्छी वीडियो लगी😁😁😁😀
@royalrumbleboy189,Arjit just like
@ThePalash69,R eee Bhai.... Has has k pet dard ho gya mera... Sahi tha yr.. 😂😂😂
@vishu16singh,bandar ko thappad mar k kela cheen liya😂😂😂😂😂😂😂😂😂
@BhalaraProductions,maa kasam ek bhi joke pe hasi nahi ayi
@Ak...00745,Starting mai jo intro pe music hai uska Link bhejo
@priyashah3854,Good. ..😂😂😂
@vikramjeetsinghgagat4071,❤❤❤
@hemantkumar6424,Bhai video dalo aur
@Rathodv2000,Bhai london kab aarhe ho.❤❤❤❤
@minakumari1515,20mins of pure joyful comedy 👌
@xyoohorrordevilbg4566,Man dropped one good stand up comedy and dipped
@rishusingh1195,🙌
@anshxsingh,4:40 Shit got real 😂
@adz0159,Mind fresh ho gaya boss😂😂😂 mast
@TheJack4rose,Awesome work ❤
@AR__BALLIA,Every second laughter this is the real stand up comedian
@Yaa_Boii,"bhai,mar geya kya?"
@Yaa_Boii,"6 mehine ho geye ,latest kya dekhu???🙂😂"
@Vedicsakha369,One of the my favourite person
@riturajjain2310,The real stand up comedy.
@paulswarnalata16,Yadi aap gali na bole to haam ise share kar sakte han.
@aloneboy1829,Mja aa gya 😂
@anagh3223,Lot pot
@always_889,Bahot awesome hai bhai ❤love u
@manishkumarrauta1192,Mind blowing sir
@gayazsk8671,Superb stand up…
@DakshVishal000,Bhai tu mera bhout bada fan hai
@amit-2604,too good bhai
@mitulpatel9724,Fav stand up yet
@trinathsahu8390,Sasta arjit simgh
@AtulKumar0189,Osseum ❤
@Randomnessinworld,🔥 real comedy
@AdityaRajpoot96,😂
@dirajtomer5646,❤❤❤❤❤❤
@odiahorselover3049,Bahut achhi hei
@KIRAN_ARANYA,Brother you are the theo❤❤
@rockysinha6321,This is my 20th time still watching today 😂😂😂😂😂 this is master piece 😂😂😂❤
@ZuhanSayad,Nahao was personal 😅😅😅😅
@surbhitanwer3114,Last week I was in chandigarh on a group trip and during this trip organizers invited Ravi to stand up in an event. All though he is funny and the whole act was great but the only thing that triggers me is that this guy doesn't do any homework or background check about his audience. Maybe it was a last minute arrangement but at least piche mudkar Banda screen par event kon organize kar raha hai audience kahan se aai hai dekh sakta hai. Our group is a group of top mobile retailers of vivo mobiles from MP and it was written everywhere at the venue and he was asking ap log kahan se ho? Ap koi relevant act nhi ready kar paye but at least audience to janiye kesi aai hai. It's a suggestion if he is reading the comment. Otherwise you are great and I enjoyed the show.
@Shaiktaufiq666,🔥🔥🔥🔥🔥🔥🔥🔥
@PrakashSinghBist,😂
@lovishgoyal2814,Best comdey
@amitachand7975,"Each and every line was funny, the audience was laughing at every joke, loved it 🙌🏼😂"
@abhayavinayak,Excellent
@Sarthakk8,"18:50 yeh Google map ko kaise pta chal rha hai, ki mein kaha ja rha hu😂"
@artbyaashish,Gujral aur Akki ka video dekh ke bor ho gya to comedy ke liye apka video dekhna pada 😂😂 mast video hoti aapki 🔥🔥🔥😊
@pankajtiwari1604v,"Koi mujhse puchhe life me kis se milna chahoge?
Mai kahunga 
Ravi gupta😂😂"
@satyamkumarsah6263,Toilet wali bat sahi hai...😂😂😂😂
@anjeetpaswan3056,7:27😂😂😂
@tushaarchhetri8190,0:44 0:46 0:47 0:48 0:48 0:48 0:50 0:50 0:51
@kkhaling5245,"That sad moment when he says, ""kutta"" instead of ""kukur"""
@actordeepakgautam1938,Bout gazab 😂😂😂😂😂😂
@shaymolkhan6827,bohot Aalaa .....from Karachi Pakistan
@bigbang3941,Sasta raju rastogi  luv u
@RollickingDeka,First time kisi stand comedy mujhe pasand aya hein 😂
@Crazyyboi,Bht pyara yaar 😂😂
@sonusaran3885,Mai to yaha tak skip kar ke pahucha hu😂
@jaswantkumarsharma936,Maja aa gya 😢😢
@N8WARIOR,Bro got me hooked 😂
@chandi_barsoi_dpp4563,I am living all alone....😢..Out of India since years. Koi baat karne ka nhi hai....Ravi Bhai thank you. Apki vid dekh k bhut hansta hun.Ravi& Aur Abhishek Upmanyu are diamonds
@jitendrachaudhary5448,Bahut mast comedy. Very very nice ❤
@razeshshrestha429,Listening to you is still interesting and funny after 12th time.✌️
@TalkNFlow,"The way he speaks, it is really amazing."
@ShahidAli-by4iz,Hilarious! Love from the U.S
@05keerthiS,"Ab ye stand up comedy ka haal hai.....seriously. 
Ek dam bakwaass"
@sunildubey6464,Good comedy Sir
@Fun2subscribe,Adorable 😍....Real comedy ❤
@kapilvaishnav1172,😂😂😂
@SantLapou,"17:04 maal ❌ 
          Kasuri methi ✅"
@shubhamabad9799,1:52 pe Shark Tank wali Vineeta Singh hai kya
@GoutamJha-j7g,Outstanding performance bother
@jitenderpalsingh5310,yur are the best 👌 bro😂
@aady1,The audience might be the happiest persons in the world
@soumitrachowdhury9547,Outstanding
@shahnawazansari-su4yq,Ohh Bhai hans hans ke pet dukhne laga 😂😂😂
@NNATIONOVERSEAS,Bhut acha.....beta ❤👌👌
@Cagedbutnottamed,Nagpur stanup bahoot achha tha bhaiya.... sourav pandey bhi bahoot achee artist h
@shrijazanpure9299,Arijit singh same to same 😊
@ramratan4398,Arijit singh best in comedy too
@HASI_MAZAK2.O,12:38 funniest one😂..ye sab mujhe pta hee nhi tha
@neerajbora3733,💯💯
@ra9991019428,One of the best comedy
@SubhaRajvi123,😂😂😂😂
@AnilkumarYadav-rx7ky,Every single sec i laugh it's hilarious .. after bassi he is the best  just pure stand up comedian ever ...i wish kanha always bless you..
@UmanandaGoswami-rl1kz,Superb
@3hhomedesign619,BRO YOU COMEDY IS KAMAL HAI.... ALAG LVL HA
@nityanandupadhyay7489,finest comedy without  vulgarity....too much appreciable..hatts off sir
@punitchaturvedi1785,Bhai i love you
@MayofNarit,Pura dil khush
@avirupbarman4718,Real stand up comedian 😂😂
@praveenawachar4814,Kaha gayi Bhuri 😂😂😂
@kaizarides,Song name please 🙏
@LokeshKorram-zj8dx,😮😮😮
@GursewakSingh-xu3pq,Ravi y app ok ho hahahhahahahaha love u ❤
@RadheShyam-t4m,Comady  anaya
@RadheShyam-t4m,Infulance 400 word  bataya kyahotaha
@AbkashIN,dont forget king ka kaaana
@Abhyudayaaaaaaaaaaaa,So good
@MrBijiBoy,20:06 pe jo maza aata hai 😂
@Cant_think_of_any,Finally after a long time. Hilarious!
@बाबूरावkastyle,9:06 राष्ट्रीय वाहन वो भी गोवा का😂😂
@SunilGupta-re7qu,😂😂😂😂😂
@suhelahmad2618,1 number  bhai
@topstudy12,5:14 😂😂😂😂
@govindabhutada5730,Awesome ❤
@vivekharma6984,4:31
@sharartisisters9016,Aapki agli video kab aayegi 5 month ho chuke h
@abdullahrizwan5476,Love from Pakistan that's what i can say nothing more a pure laughter 🤌😂❤
@FarmersSon,❤
@nitinnarnavre9560,Awesome comedy love you bro❤
@SyedRiffatAli,14:46 Jhantoo Maggi.. too good🤣🤣🤣
@nabeelashraf-jmb,Ravi bhai dubai mai aye ap lekin apko dekh nahi saka yahan koi meetup hi rakh lo hum to india nahi jaaa skty lekin dubai mai to apko dekh skty hain 🇮🇳❤️🇵🇰
@ravikashyap6531,Badiya thi video broo😂
@Maina-n9o,"All your videos are fantastic just brilliant writing I must say! But what I felt like is that the delivery of words/speech was not well prepared! I mean with an audience you must give them time to think, enjoy and laugh and then start again..which many a times was missed I felt! And also the pitch and tempo of speech..if it changes then doesnt feel the same! I am a fan of your punch lines..brilliant contrasts and contradictory scenes and but these longer videos felt like the same as you do voice over in your shorts..which is in a continuos flow of narration! Also your laugh.. I think it should resonate with your style of talking which is in 'slow' style! Simply said more pause and slow or slight laughs/smiles will be more delightful to watch I think!
Again thats all what ""I felt"" and not what you should do or listen to..sorry! Just keep up the good work!"
@HR_26_GANG143,😂😂😂
@leeladawar6119,❤❤❤
@marvelspiderman5542,You have so control how does you control your own Lough and maintain your serious tone ❤
@KBhuiya,Nice
@dj_Spark_remix420,19:58 kitna jaldi almost 5 month ho gaya hai new video aya nahi 😢
@angry_biss,Soch kaise lete ho bhai itni saari cheezein? 😂
@guptapiyush-jj4tz,bhaiya nya nya breakup se pidit hoon apka video ke mzee le rha hoon 😅
@themovis406,😂😂😂😂
@d.kcreated8243,This is real comedy... 👌👌👌👌👌dhanyabad bhai 🙏🙏🙏🙏
@aadiisharma4166,"This man is awesome yarr, not a single second where i got bored🔥❤️"
@genzhustler1234,12:57 bilkau sahi jab inhone bola tab mujhe bhinlag gaye😂😂
@sumanupadhyay4319,Bhut bandiya ravi bhai😂
@smmusiclove8692,Love you bhai g 😂😂😂
@mavibaloch6229,"Outstanding 
Mavi from balochistan❤"
@allworld247,😂🔥
@jrfaruntomar6040,राजू श्रीवास्तव की कमी पूरी कर रहें आप😂😂😂😂😂
@pkmultimediablg295,MAST BHAE
@iammukyaa,You are one of the very few comedians who can make the people laugh without abusing or roasting anyone. Kudos to your talent!!
@vishalrao7111,Actual real stand up comedy
@prithvisingh1212,22 mka aa gya
@badarsyedhussain9298,Itna bahtareen comedian aur sirf 1.3 million subscribers how 🤔 & why ?
@RakeshKumar-hp1pr,"You are amazing yaar, Please ese he perform karte rahe."
@swasi001,Lol🤣
@riteshgupta3224,5:58 oo bhai relatable 😂😂😂😂😂😂😂😂😂😂😂😂
@xtylishanii8746,Superb😂😂😂
@Kingkhurshed,Are Bhai
@GojoSataro-k9r,Must
@karanparmar25,Osho jaise jokes kehte hai waise lage mujhe
@arsiyamulla8907,Zbrdast
@bedabarabenal5220,Arijit ka judwa ❤😂
@RameshDesai-wk5jh,😂😂😂😂😂
@Overall22,"Ok, you new one of my favorite stand up comedian ❤...but I had to admit that the character you playing sounds like Pankaj Tripathi sir😂"
@shubhamgupt4925,@ravi ....jahaj utarte hi sabse pehle tum utar jana 😂😂
@riderpikachu350,Sir Jo Aap karte ho wo sabse Geniune comedy hai. I like Your comedy a lot Sir. Thank You for being so funny 😊😊
@kapilsharma3555,He looks like Arijit Singh and sounds like Pankaj Tripathi
@dinesharora7391,Bhai bhut badia love u🎉🎉🎉❤❤❤
@vaneetkour169,kapde iron krne mushkil ho gye the.....😂
@Dipankarsrijan,Tmhre khushi ke liye mai q effort maru 👥
@Parineetha_157,Much much better than Kapil Sharma
@shatrrughandehariyaa,"13:10 😂😂
Gupta Ji Kaa Dhaaba ✓"
@JOD-mh8pd,Pagal hai bhai ye😂😂😂 kya bolta hai😂
@subhadip6288,Kaash yeh episode kabhi khatam naa hota 😂😂😂😂
